player_name,team,season,points,rebounds,assists,turnovers,minutes,fg_pct,plus_minus,playoffs_flag
Rakeem Christmas,IND,2017,2.0,1.9,0.1,0.3,7.6,0.442,0.0,False
Semaj Christon,OKC,2017,2.9,1.4,2.0,0.7,15.2,0.345,0.0,False
Ian Clark,GSW,2017,6.8,1.6,1.2,0.7,14.8,0.487,0.0,False
Jordan Clarkson,LAL,2017,14.7,3.0,2.6,2.0,29.2,0.445,0.0,False
Norris Cole,OKC,2017,3.3,0.8,1.1,0.5,9.6,0.308,0.0,False
Darren Collison,SAC,2017,13.2,2.2,4.6,1.7,30.3,0.476,0.0,False
Nick Collison,OKC,2017,1.7,1.6,0.6,0.2,6.4,0.609,0.0,False
Mike Conley,MEM,2017,20.5,3.5,6.3,2.3,33.2,0.46,0.0,False
Pat Connaughton,POR,2017,2.5,1.3,0.7,0.4,8.1,0.514,0.0,False
Quinn Cook,2TM,2017,5.6,0.5,1.9,0.9,13.4,0.5,0.0,False
Quinn Cook,DAL,2017,5.4,0.6,2.4,1.6,15.4,0.44,0.0,False
Quinn Cook,NOP,2017,5.8,0.4,1.6,0.6,12.3,0.537,0.0,False
DeMarcus Cousins,2TM,2017,27.0,11.0,4.6,3.7,34.2,0.452,0.0,False
DeMarcus Cousins,SAC,2017,27.8,10.6,4.8,3.8,34.4,0.452,0.0,False
DeMarcus Cousins,NOP,2017,24.4,12.4,3.9,3.6,33.8,0.452,0.0,False
Robert Covington,PHI,2017,12.9,6.5,1.5,2.0,31.6,0.399,0.0,False
Allen Crabbe,POR,2017,10.7,2.9,1.2,0.8,28.5,0.468,0.0,False
Jamal Crawford,LAC,2017,12.3,1.6,2.6,1.6,26.3,0.413,0.0,False
Jordan Crawford,NOP,2017,14.1,1.8,3.0,1.3,23.3,0.482,0.0,False
Jae Crowder,BOS,2017,13.9,5.8,2.2,1.1,32.4,0.463,0.0,False
Dante Cunningham,NOP,2017,6.6,4.2,0.6,0.4,25.0,0.485,0.0,False
Seth Curry,DAL,2017,12.8,2.6,2.7,1.3,29.0,0.481,0.0,False
Stephen Curry,GSW,2017,25.3,4.5,6.6,3.0,33.4,0.468,0.0,False
Troy Daniels,MEM,2017,8.2,1.5,0.7,0.7,17.7,0.374,0.0,False
Anthony Davis,NOP,2017,28.0,11.8,2.1,2.4,36.1,0.505,0.0,False
Deyonta Davis,MEM,2017,1.6,1.7,0.1,0.2,6.6,0.511,0.0,False
Ed Davis,POR,2017,4.3,5.3,0.6,0.8,17.2,0.528,0.0,False
Dewayne Dedmon,SAS,2017,5.1,6.5,0.6,0.8,17.5,0.622,0.0,False
Sam Dekker,HOU,2017,6.5,3.7,1.0,0.5,18.4,0.473,0.0,False
Malcolm Delaney,ATL,2017,5.4,1.7,2.6,1.3,17.1,0.374,0.0,False
Matthew Dellavedova,MIL,2017,7.6,1.9,4.7,1.8,26.1,0.39,0.0,False
Luol Deng,LAL,2017,7.6,5.3,1.3,0.8,26.5,0.387,0.0,False
DeMar DeRozan,TOR,2017,27.3,5.2,3.9,2.4,35.4,0.467,0.0,False
Cheick Diallo,NOP,2017,5.1,4.3,0.2,0.4,11.7,0.474,0.0,False
Boris Diaw,UTA,2017,4.6,2.2,2.3,1.2,17.6,0.446,0.0,False
Gorgui Dieng,MIN,2017,10.0,7.9,1.9,1.3,32.4,0.502,0.0,False
Spencer Dinwiddie,BRK,2017,7.3,2.8,3.1,1.1,22.6,0.444,0.0,False
Toney Douglas,MEM,2017,4.9,2.5,2.3,0.9,16.4,0.368,0.0,False
Goran Dragić,MIA,2017,20.3,3.8,5.8,2.9,33.7,0.475,0.0,False
Andre Drummond,DET,2017,13.6,13.8,1.1,1.9,29.7,0.53,0.0,False
Jared Dudley,PHO,2017,6.8,3.5,1.9,1.1,21.3,0.454,0.0,False
Mike Dunleavy,2TM,2017,5.2,2.2,0.9,0.5,15.9,0.423,0.0,False
Mike Dunleavy,CLE,2017,4.6,2.0,0.9,0.6,15.9,0.4,0.0,False
Mike Dunleavy,ATL,2017,5.6,2.3,1.0,0.5,15.8,0.438,0.0,False
Kris Dunn,MIN,2017,3.8,2.1,2.4,1.1,17.1,0.377,0.0,False
Kevin Durant,GSW,2017,25.1,8.3,4.8,2.2,33.4,0.537,0.0,False
Jarell Eddie,PHO,2017,4.8,1.4,0.0,0.2,12.4,0.316,0.0,False
Henry Ellenson,DET,2017,3.2,2.2,0.4,0.7,7.7,0.359,0.0,False
Wayne Ellington,MIA,2017,10.5,2.1,1.1,0.5,24.2,0.416,0.0,False
Monta Ellis,IND,2017,8.5,2.8,3.2,1.8,27.0,0.443,0.0,False
Joel Embiid,PHI,2017,20.2,7.8,2.1,3.8,25.4,0.466,0.0,False
James Ennis III,MEM,2017,6.7,4.0,1.0,0.9,23.5,0.455,0.0,False
Tyler Ennis,2TM,2017,4.3,0.8,1.6,0.8,11.1,0.433,0.0,False
Tyler Ennis,HOU,2017,1.9,0.6,1.1,0.8,6.3,0.391,0.0,False
Tyler Ennis,LAL,2017,7.7,1.2,2.4,1.0,17.8,0.451,0.0,False
Tyreke Evans,2TM,2017,10.3,3.4,3.1,1.5,19.7,0.405,0.0,False
Tyreke Evans,NOP,2017,9.5,3.3,3.5,1.5,18.2,0.401,0.0,False
Tyreke Evans,SAC,2017,11.6,3.6,2.4,1.6,22.4,0.413,0.0,False
Dante Exum,UTA,2017,6.2,2.0,1.7,1.2,18.6,0.427,0.0,False
Kenneth Faried,DEN,2017,9.6,7.6,0.9,1.0,21.2,0.548,0.0,False
Jordan Farmar,SAC,2017,6.0,1.5,4.5,1.5,17.5,0.333,0.0,False
Derrick Favors,UTA,2017,9.5,6.1,1.1,1.2,23.7,0.487,0.0,False
Kay Felder,CLE,2017,4.0,1.0,1.4,0.7,9.2,0.392,0.0,False
Cristiano Felício,CHI,2017,4.8,4.7,0.6,0.5,15.8,0.579,0.0,False
Raymond Felton,LAC,2017,6.7,2.7,2.4,1.0,21.3,0.43,0.0,False
Yogi Ferrell,2TM,2017,10.0,2.4,3.7,1.5,26.0,0.406,0.0,False
Yogi Ferrell,BRK,2017,5.4,1.2,1.7,1.4,15.1,0.367,0.0,False
Yogi Ferrell,DAL,2017,11.3,2.8,4.3,1.6,29.1,0.412,0.0,False
Dorian Finney-Smith,DAL,2017,4.3,2.7,0.8,0.6,20.3,0.372,0.0,False
Bryn Forbes,SAS,2017,2.6,0.6,0.6,0.3,7.9,0.364,0.0,False
Evan Fournier,ORL,2017,17.2,3.1,3.0,2.1,32.9,0.439,0.0,False
Randy Foye,BRK,2017,5.2,2.2,2.0,1.2,18.6,0.363,0.0,False
Tim Frazier,NOP,2017,7.1,2.7,5.2,1.6,23.5,0.403,0.0,False
Channing Frye,CLE,2017,9.1,3.9,0.6,0.7,18.9,0.458,0.0,False
Danilo Gallinari,DEN,2017,18.2,5.2,2.1,1.3,33.9,0.447,0.0,False
Langston Galloway,2TM,2017,7.9,2.1,1.3,0.6,20.2,0.38,0.0,False
Langston Galloway,NOP,2017,8.6,2.2,1.2,0.5,20.4,0.374,0.0,False
Langston Galloway,SAC,2017,6.0,1.8,1.5,0.9,19.7,0.404,0.0,False
Patricio Garino,ORL,2017,0.0,1.4,0.0,0.6,8.6,0.0,0.0,False
Marc Gasol,MEM,2017,19.5,6.3,4.6,2.2,34.2,0.459,0.0,False
Pau Gasol,SAS,2017,12.4,7.8,2.3,1.3,25.4,0.502,0.0,False
Rudy Gay,SAC,2017,18.7,6.3,2.8,2.5,33.8,0.455,0.0,False
Michael Gbinije,DET,2017,0.4,0.3,0.2,0.0,3.6,0.1,0.0,False
Alonzo Gee,DEN,2017,0.8,1.2,0.5,0.3,6.8,0.214,0.0,False
Marcus Georges-Hunt,ORL,2017,2.8,1.8,0.6,0.4,9.6,0.286,0.0,False
Paul George,IND,2017,23.7,6.6,3.3,2.9,35.9,0.461,0.0,False
Jonathan Gibson,DAL,2017,6.2,1.3,1.5,1.2,13.6,0.368,0.0,False
Taj Gibson,2TM,2017,10.8,6.2,0.9,1.3,25.5,0.515,0.0,False
Taj Gibson,CHI,2017,11.6,6.9,1.1,1.4,27.3,0.521,0.0,False
Taj Gibson,OKC,2017,9.0,4.5,0.6,1.2,21.2,0.497,0.0,False
Manu Ginóbili,SAS,2017,7.5,2.3,2.7,1.4,18.7,0.39,0.0,False
Rudy Gobert,UTA,2017,14.0,12.8,1.2,1.8,33.9,0.661,0.0,False
Archie Goodwin,2TM,2017,7.3,1.9,1.6,0.9,14.3,0.545,0.0,False
Archie Goodwin,NOP,2017,5.0,0.0,0.3,0.0,10.0,0.4,0.0,False
Archie Goodwin,BRK,2017,7.9,2.3,1.9,1.2,15.3,0.557,0.0,False
Aaron Gordon,ORL,2017,12.7,5.1,1.9,1.1,28.7,0.454,0.0,False
Eric Gordon,HOU,2017,16.2,2.7,2.5,1.6,31.0,0.406,0.0,False
Marcin Gortat,WAS,2017,10.8,10.4,1.5,1.5,31.2,0.579,0.0,False
Treveon Graham,CHO,2017,2.1,0.8,0.2,0.1,7.0,0.475,0.0,False
Jerami Grant,2TM,2017,5.5,2.6,0.6,0.6,19.1,0.463,0.0,False
Jerami Grant,PHI,2017,8.0,3.0,0.0,1.5,20.5,0.353,0.0,False
Jerami Grant,OKC,2017,5.4,2.6,0.6,0.5,19.1,0.469,0.0,False
Jerian Grant,CHI,2017,5.9,1.8,1.9,0.7,16.3,0.425,0.0,False
Danny Green,SAS,2017,7.3,3.3,1.8,1.1,26.6,0.392,0.0,False
Draymond Green,GSW,2017,10.2,7.9,7.0,2.4,32.5,0.418,0.0,False
Gerald Green,BOS,2017,5.6,1.8,0.7,0.5,11.4,0.409,0.0,False
JaMychal Green,MEM,2017,8.9,7.1,1.1,1.2,27.3,0.5,0.0,False
Jeff Green,ORL,2017,9.2,3.1,1.2,1.1,22.2,0.394,0.0,False
Blake Griffin,LAC,2017,21.6,8.1,4.9,2.3,34.0,0.493,0.0,False
Justin Hamilton,BRK,2017,6.9,4.1,0.9,0.7,18.4,0.459,0.0,False
A.J. Hammons,DAL,2017,2.2,1.6,0.2,0.5,7.4,0.405,0.0,False
Tim Hardaway Jr.,ATL,2017,14.5,2.8,2.3,1.3,27.3,0.455,0.0,False
James Harden,HOU,2017,29.1,8.1,11.2,5.7,36.4,0.44,0.0,False
Maurice Harkless,POR,2017,10.0,4.4,1.1,1.1,28.9,0.503,0.0,False
Justin Harper,PHI,2017,4.0,1.7,0.7,1.3,10.3,0.417,0.0,False
Montrezl Harrell,HOU,2017,9.1,3.8,1.1,0.8,18.3,0.652,0.0,False
Aaron Harrison,CHO,2017,0.2,0.6,0.6,0.0,3.4,0.0,0.0,False
Andrew Harrison,MEM,2017,5.9,1.9,2.8,1.2,20.5,0.325,0.0,False
Devin Harris,DAL,2017,6.7,2.0,2.1,0.9,16.7,0.399,0.0,False
Gary Harris,DEN,2017,14.9,3.1,2.9,1.3,31.3,0.502,0.0,False
Joe Harris,BRK,2017,8.2,2.8,1.0,1.1,21.9,0.425,0.0,False
Manny Harris,DAL,2017,2.0,2.3,0.5,0.5,6.3,0.2,0.0,False
Tobias Harris,DET,2017,16.1,5.1,1.7,1.2,31.3,0.481,0.0,False
Udonis Haslem,MIA,2017,1.9,2.3,0.4,0.5,8.1,0.478,0.0,False
Spencer Hawes,2TM,2017,6.2,3.5,1.5,0.9,14.8,0.484,0.0,False
Spencer Hawes,CHO,2017,7.3,4.2,1.8,1.1,17.9,0.477,0.0,False
Spencer Hawes,MIL,2017,4.4,2.4,1.0,0.5,9.0,0.508,0.0,False
Gordon Hayward,UTA,2017,21.9,5.4,3.5,1.9,34.5,0.471,0.0,False
Gerald Henderson,PHI,2017,9.2,2.6,1.6,0.9,23.2,0.423,0.0,False
John Henson,MIL,2017,6.8,5.1,1.0,0.9,19.4,0.515,0.0,False
Juancho Hernangómez,DEN,2017,4.9,3.0,0.5,0.5,13.6,0.451,0.0,False
Willy Hernangómez,NYK,2017,8.2,7.0,1.3,1.4,18.4,0.529,0.0,False
Mario Hezonja,ORL,2017,4.9,2.2,1.0,0.9,14.8,0.355,0.0,False
Roy Hibbert,2TM,2017,4.6,3.2,0.4,0.7,14.2,0.544,0.0,False
Roy Hibbert,CHO,2017,5.2,3.6,0.5,0.7,16.0,0.542,0.0,False
Roy Hibbert,DEN,2017,0.7,0.3,0.2,0.2,1.8,0.667,0.0,False
Buddy Hield,2TM,2017,10.6,3.3,1.5,1.2,23.0,0.426,0.0,False
Buddy Hield,NOP,2017,8.6,2.9,1.4,0.8,20.4,0.393,0.0,False
Buddy Hield,SAC,2017,15.1,4.1,1.8,2.1,29.1,0.48,0.0,False
Nenê,HOU,2017,9.1,4.2,1.0,1.1,17.9,0.617,0.0,False
George Hill,UTA,2017,16.9,3.4,4.2,1.7,31.5,0.477,0.0,False
Darrun Hilliard,DET,2017,3.3,0.8,0.8,0.7,9.8,0.373,0.0,False
Jordan Hill,MIN,2017,1.7,2.0,0.0,0.6,6.7,0.385,0.0,False
Solomon Hill,NOP,2017,7.0,3.8,1.8,1.0,29.7,0.383,0.0,False
Jrue Holiday,NOP,2017,15.4,3.9,7.3,2.9,32.7,0.454,0.0,False
Justin Holiday,NYK,2017,7.7,2.7,1.2,0.8,20.0,0.433,0.0,False
Rondae Hollis-Jefferson,BRK,2017,8.7,5.8,2.0,1.5,22.6,0.434,0.0,False
Richaun Holmes,PHI,2017,9.8,5.5,1.0,1.0,20.9,0.558,0.0,False
Rodney Hood,UTA,2017,12.7,3.4,1.6,1.1,27.0,0.408,0.0,False
Al Horford,BOS,2017,14.0,6.8,5.0,1.7,32.3,0.473,0.0,False
Danuel House Jr.,WAS,2017,0.0,1.0,0.0,0.0,1.0,,0.0,False
Dwight Howard,ATL,2017,13.5,12.7,1.4,2.3,29.7,0.633,0.0,False
Marcelo Huertas,LAL,2017,2.7,1.0,2.3,0.8,10.3,0.368,0.0,False
Josh Huestis,OKC,2017,7.0,4.5,1.5,0.0,15.5,0.545,0.0,False
Kris Humphries,ATL,2017,4.6,3.7,0.5,0.5,12.3,0.407,0.0,False
R.J. Hunter,CHI,2017,0.0,0.3,0.0,0.0,3.0,0.0,0.0,False
Serge Ibaka,2TM,2017,14.8,6.8,0.9,1.3,30.7,0.48,0.0,False
Serge Ibaka,ORL,2017,15.1,6.8,1.1,1.2,30.5,0.488,0.0,False
Serge Ibaka,TOR,2017,14.2,6.8,0.7,1.7,31.0,0.459,0.0,False
Andre Iguodala,GSW,2017,7.6,4.0,3.4,0.8,26.3,0.528,0.0,False
Ersan İlyasova,3TM,2017,13.1,5.9,1.7,1.4,26.1,0.431,0.0,False
Ersan İlyasova,OKC,2017,5.0,5.3,0.3,1.3,20.7,0.375,0.0,False
Ersan İlyasova,PHI,2017,14.8,5.9,1.8,1.5,27.3,0.44,0.0,False
Ersan İlyasova,ATL,2017,10.4,5.8,1.7,1.3,24.3,0.412,0.0,False
Joe Ingles,UTA,2017,7.1,3.2,2.7,1.3,24.0,0.452,0.0,False
Brandon Ingram,LAL,2017,9.4,4.0,2.1,1.5,28.8,0.402,0.0,False
Kyrie Irving,CLE,2017,25.2,3.2,5.8,2.5,35.1,0.473,0.0,False
Jarrett Jack,NOP,2017,3.0,0.0,2.5,1.5,16.5,0.667,0.0,False
Demetrius Jackson,BOS,2017,2.0,0.8,0.6,0.0,3.4,0.75,0.0,False
Pierre Jackson,DAL,2017,4.4,1.1,2.4,0.4,10.5,0.333,0.0,False
Reggie Jackson,DET,2017,14.5,2.2,5.2,2.2,27.4,0.419,0.0,False
LeBron James,CLE,2017,26.4,8.6,8.7,4.1,37.8,0.548,0.0,False
Al Jefferson,IND,2017,8.1,4.2,0.9,0.5,14.1,0.499,0.0,False
Richard Jefferson,CLE,2017,5.7,2.6,1.0,0.7,20.4,0.446,0.0,False
John Jenkins,PHO,2017,1.8,0.3,0.3,0.0,3.3,0.4,0.0,False
Brandon Jennings,2TM,2017,7.1,2.4,4.9,1.6,22.2,0.359,0.0,False
Brandon Jennings,NYK,2017,8.6,2.6,4.9,1.8,24.6,0.38,0.0,False
Brandon Jennings,WAS,2017,3.5,1.9,4.7,1.0,16.3,0.274,0.0,False
Jonas Jerebko,BOS,2017,3.8,3.5,0.9,0.5,15.8,0.435,0.0,False
Amir Johnson,BOS,2017,6.5,4.6,1.8,1.0,20.1,0.576,0.0,False
Brice Johnson,LAC,2017,1.3,1.0,0.3,0.3,3.0,0.286,0.0,False
James Johnson,MIA,2017,12.8,4.9,3.6,2.3,27.4,0.479,0.0,False
Joe Johnson,UTA,2017,9.2,3.1,1.8,0.9,23.6,0.436,0.0,False
Stanley Johnson,DET,2017,4.4,2.5,1.4,0.9,17.8,0.353,0.0,False
Tyler Johnson,MIA,2017,13.7,4.0,3.2,1.2,29.8,0.433,0.0,False
Wesley Johnson,LAC,2017,2.7,2.7,0.3,0.3,11.9,0.365,0.0,False
Nikola Jokić,DEN,2017,16.7,9.8,4.9,2.3,27.9,0.578,0.0,False
Dahntay Jones,CLE,2017,9.0,2.0,1.0,1.0,12.0,0.375,0.0,False
Damian Jones,GSW,2017,1.9,2.3,0.0,0.6,8.5,0.5,0.0,False
Derrick Jones Jr.,PHO,2017,5.3,2.5,0.4,0.4,17.0,0.562,0.0,False
James Jones,CLE,2017,2.8,0.8,0.3,0.2,7.9,0.478,0.0,False
Terrence Jones,2TM,2017,10.8,5.7,1.1,0.9,23.5,0.47,0.0,False
Terrence Jones,NOP,2017,11.5,5.9,1.2,0.9,24.8,0.472,0.0,False
Terrence Jones,MIL,2017,0.0,1.0,0.0,0.0,2.0,0.0,0.0,False
Tyus Jones,MIN,2017,3.5,1.1,2.6,0.6,12.9,0.414,0.0,False
DeAndre Jordan,LAC,2017,12.7,13.8,1.2,1.4,31.7,0.714,0.0,False
Cory Joseph,TOR,2017,9.3,2.9,3.3,1.4,25.0,0.452,0.0,False
Frank Kaminsky,CHO,2017,11.7,4.5,2.2,1.0,26.1,0.399,0.0,False
Enes Freedom,OKC,2017,14.3,6.7,0.9,1.7,21.3,0.545,0.0,False
Ryan Kelly,ATL,2017,1.6,1.1,0.5,0.3,6.9,0.286,0.0,False
Michael Kidd-Gilchrist,CHO,2017,9.2,7.0,1.4,0.7,29.0,0.477,0.0,False
Sean Kilpatrick,BRK,2017,13.1,4.0,2.2,1.9,25.1,0.415,0.0,False
Brandon Knight,PHO,2017,11.0,2.2,2.4,1.6,21.1,0.398,0.0,False
Kyle Korver,2TM,2017,10.1,2.8,1.6,1.0,26.2,0.464,0.0,False
Kyle Korver,ATL,2017,9.5,2.8,2.3,1.3,27.9,0.439,0.0,False
Kyle Korver,CLE,2017,10.7,2.8,1.0,0.8,24.5,0.487,0.0,False
Kosta Koufos,SAC,2017,6.6,5.7,0.7,0.9,20.0,0.551,0.0,False
Mindaugas Kuzminskas,NYK,2017,6.3,1.9,1.0,0.8,14.9,0.428,0.0,False
Skal Labissière,SAC,2017,8.8,4.9,0.8,1.1,18.5,0.537,0.0,False
Jeremy Lamb,CHO,2017,9.7,4.3,1.2,0.6,18.4,0.46,0.0,False
Nicolás Laprovíttola,SAS,2017,3.3,0.6,1.6,1.1,9.7,0.426,0.0,False
Joffrey Lauvergne,2TM,2017,5.4,3.6,1.0,0.8,14.0,0.44,0.0,False
Joffrey Lauvergne,OKC,2017,5.7,3.7,1.0,0.8,14.8,0.455,0.0,False
Joffrey Lauvergne,CHI,2017,4.5,3.4,1.0,0.8,12.1,0.402,0.0,False
Zach LaVine,MIN,2017,18.9,3.4,3.0,1.8,37.2,0.459,0.0,False
Ty Lawson,SAC,2017,9.9,2.6,4.8,1.9,25.1,0.454,0.0,False
Jake Layman,POR,2017,2.2,0.7,0.3,0.3,7.1,0.292,0.0,False
Courtney Lee,NYK,2017,10.8,3.4,2.3,0.9,31.9,0.456,0.0,False
David Lee,SAS,2017,7.3,5.6,1.6,1.0,18.7,0.59,0.0,False
Alex Len,PHO,2017,8.0,6.6,0.6,1.3,20.3,0.497,0.0,False
Kawhi Leonard,SAS,2017,25.5,5.8,3.5,2.1,33.4,0.485,0.0,False
Meyers Leonard,POR,2017,5.4,3.2,1.0,0.5,16.5,0.386,0.0,False
Jon Leuer,DET,2017,10.2,5.4,1.5,0.9,25.9,0.48,0.0,False
Caris LeVert,BRK,2017,8.2,3.3,1.9,1.0,21.7,0.45,0.0,False
DeAndre Liggins,2TM,2017,2.5,1.7,0.9,0.7,12.5,0.387,0.0,False
DeAndre Liggins,CLE,2017,2.4,1.7,0.9,0.7,12.3,0.382,0.0,False
DeAndre Liggins,DAL,2017,8.0,7.0,0.0,0.0,25.0,0.5,0.0,False
Damian Lillard,POR,2017,27.0,4.9,5.9,2.6,35.9,0.444,0.0,False
Jeremy Lin,BRK,2017,14.5,3.8,5.1,2.4,24.5,0.438,0.0,False
Shaun Livingston,GSW,2017,5.1,2.0,1.8,0.8,17.7,0.547,0.0,False
Shawn Long,PHI,2017,8.2,4.7,0.7,0.7,13.0,0.56,0.0,False
Kevon Looney,GSW,2017,2.5,2.3,0.5,0.3,8.4,0.523,0.0,False
Brook Lopez,BRK,2017,20.5,5.4,2.3,2.5,29.6,0.474,0.0,False
Robin Lopez,CHI,2017,10.4,6.4,1.0,1.1,28.0,0.493,0.0,False
Kevin Love,CLE,2017,19.0,11.1,1.9,2.0,31.4,0.427,0.0,False
Kyle Lowry,TOR,2017,22.4,4.8,7.0,2.9,37.4,0.464,0.0,False
John Lucas III,MIN,2017,0.4,0.0,0.2,0.0,2.2,0.25,0.0,False
Timothé Luwawu-Cabarrot,PHI,2017,6.4,2.2,1.1,1.1,17.2,0.402,0.0,False
Trey Lyles,UTA,2017,6.2,3.3,1.0,0.9,16.3,0.362,0.0,False
Shelvin Mack,UTA,2017,7.8,2.3,2.8,1.6,21.9,0.446,0.0,False
Ian Mahinmi,WAS,2017,5.6,4.8,0.6,1.1,17.9,0.586,0.0,False
Thon Maker,MIL,2017,4.0,2.0,0.4,0.3,9.9,0.459,0.0,False
Boban Marjanović,DET,2017,5.5,3.7,0.3,0.3,8.4,0.545,0.0,False
Jarell Martin,MEM,2017,3.9,3.9,0.2,0.7,13.3,0.384,0.0,False
Wesley Matthews,DAL,2017,13.5,3.5,2.9,1.4,34.2,0.393,0.0,False
Luc Mbah a Moute,LAC,2017,6.1,2.1,0.5,0.6,22.3,0.505,0.0,False
James Michael McAdoo,GSW,2017,2.8,1.8,0.3,0.4,8.8,0.53,0.0,False
Patrick McCaw,GSW,2017,4.0,1.4,1.1,0.5,15.1,0.433,0.0,False
Sheldon Mac,WAS,2017,3.0,1.1,0.5,0.2,9.6,0.4,0.0,False
CJ McCollum,POR,2017,23.0,3.6,3.6,2.2,35.0,0.48,0.0,False
T.J. McConnell,PHI,2017,6.9,3.1,6.6,2.0,26.3,0.461,0.0,False
Chris McCullough,2TM,2017,2.3,1.2,0.1,0.2,5.0,0.5,0.0,False
Chris McCullough,BRK,2017,2.5,1.2,0.1,0.1,5.1,0.516,0.0,False
Chris McCullough,WAS,2017,0.5,1.0,0.0,0.5,4.0,0.0,0.0,False
K.J. McDaniels,2TM,2017,4.2,1.7,0.3,0.6,10.3,0.456,0.0,False
K.J. McDaniels,HOU,2017,2.8,1.0,0.1,0.3,7.3,0.456,0.0,False
K.J. McDaniels,BRK,2017,6.3,2.6,0.5,1.0,14.7,0.455,0.0,False
Doug McDermott,2TM,2017,9.0,2.7,0.9,0.6,22.8,0.447,0.0,False
Doug McDermott,CHI,2017,10.2,3.0,1.0,0.7,24.5,0.445,0.0,False
Doug McDermott,OKC,2017,6.6,2.2,0.6,0.3,19.5,0.452,0.0,False
JaVale McGee,GSW,2017,6.1,3.2,0.2,0.5,9.6,0.652,0.0,False
Rodney McGruder,MIA,2017,6.4,3.3,1.6,0.7,25.2,0.413,0.0,False
Ben McLemore,SAC,2017,8.1,2.1,0.8,1.0,19.3,0.43,0.0,False
Jordan McRae,CLE,2017,4.4,1.1,0.5,0.4,10.4,0.387,0.0,False
Josh McRoberts,MIA,2017,4.9,3.4,2.3,1.0,17.3,0.373,0.0,False
Jodie Meeks,ORL,2017,9.1,2.1,1.3,1.0,20.5,0.402,0.0,False
Salah Mejri,DAL,2017,2.9,4.2,0.2,0.5,12.4,0.642,0.0,False
Jordan Mickey,BOS,2017,1.5,1.4,0.3,0.4,5.6,0.441,0.0,False
Khris Middleton,MIL,2017,14.7,4.2,3.4,2.2,30.7,0.45,0.0,False
C.J. Miles,IND,2017,10.7,3.0,0.6,0.5,23.4,0.434,0.0,False
Mike Miller,DEN,2017,1.4,1.9,1.1,0.7,7.6,0.391,0.0,False
Elijah Millsap,PHO,2017,1.5,3.0,0.5,1.0,11.5,0.143,0.0,False
Paul Millsap,ATL,2017,18.1,7.7,3.7,2.3,34.0,0.442,0.0,False
Patty Mills,SAS,2017,9.5,1.8,3.5,1.3,21.9,0.44,0.0,False
Nikola Mirotić,CHI,2017,10.6,5.5,1.1,1.1,24.0,0.413,0.0,False
Greg Monroe,MIL,2017,11.7,6.6,2.3,1.7,22.5,0.533,0.0,False
E'Twaun Moore,NOP,2017,9.6,2.1,2.2,0.8,24.9,0.457,0.0,False
Markieff Morris,WAS,2017,14.0,6.5,1.7,1.7,31.2,0.457,0.0,False
Marcus Morris,DET,2017,14.0,4.6,2.0,1.1,32.5,0.418,0.0,False
Anthony Morrow,2TM,2017,5.5,0.6,0.5,0.1,14.6,0.389,0.0,False
Anthony Morrow,OKC,2017,5.8,0.7,0.5,0.2,15.7,0.386,0.0,False
Anthony Morrow,CHI,2017,4.6,0.2,0.7,0.0,9.7,0.414,0.0,False
Donatas Motiejūnas,NOP,2017,4.4,3.0,0.9,0.9,14.1,0.413,0.0,False
Timofey Mozgov,LAL,2017,7.4,4.9,0.8,1.3,20.4,0.515,0.0,False
Emmanuel Mudiay,DEN,2017,11.0,3.2,3.9,2.2,25.6,0.377,0.0,False
Shabazz Muhammad,MIN,2017,9.9,2.8,0.4,0.7,19.4,0.482,0.0,False
Dejounte Murray,SAS,2017,3.4,1.1,1.3,1.0,8.5,0.431,0.0,False
Jamal Murray,DEN,2017,9.9,2.6,2.1,1.4,21.5,0.404,0.0,False
Mike Muscala,ATL,2017,6.2,3.4,1.4,0.8,17.7,0.504,0.0,False
Larry Nance Jr.,LAL,2017,7.1,5.9,1.5,0.9,22.9,0.526,0.0,False
Shabazz Napier,POR,2017,4.1,1.2,1.3,0.8,9.7,0.399,0.0,False
Maurice Ndour,NYK,2017,3.1,2.0,0.3,0.4,10.3,0.453,0.0,False
Gary Neal,ATL,2017,2.0,0.5,0.5,0.0,9.0,0.0,0.0,False
Jameer Nelson,DEN,2017,9.2,2.6,5.1,1.7,27.3,0.444,0.0,False
Raul Neto,UTA,2017,2.5,0.8,0.9,0.4,8.7,0.451,0.0,False
Georges Niang,IND,2017,0.9,0.7,0.2,0.2,4.0,0.25,0.0,False
Andrew Nicholson,2TM,2017,2.6,1.6,0.3,0.4,9.0,0.387,0.0,False
Andrew Nicholson,WAS,2017,2.5,1.2,0.3,0.4,8.3,0.39,0.0,False
Andrew Nicholson,BRK,2017,3.0,2.7,0.3,0.6,11.1,0.382,0.0,False
Joakim Noah,NYK,2017,5.0,8.8,2.2,1.3,22.1,0.49,0.0,False
Nerlens Noel,2TM,2017,8.7,5.8,1.0,1.0,20.5,0.595,0.0,False
Nerlens Noel,PHI,2017,8.9,5.0,1.0,1.0,19.4,0.611,0.0,False
Nerlens Noel,DAL,2017,8.5,6.8,0.9,1.0,22.0,0.575,0.0,False
Lucas Nogueira,TOR,2017,4.4,4.3,0.7,0.8,19.1,0.66,0.0,False
Steve Novak,MIL,2017,0.6,0.4,0.0,0.0,2.8,0.286,0.0,False
